Dataset,Feature,Name
Metabolome,179.1542_7.11,Unidentified metabolite
Metabolome,179.1543_8.41,Unidentified metabolite
Metabolome,180.0653_3.13,Unidentified metabolite
Metabolome,180.0662_3.6,Unidentified metabolite
Metabolome,180.0665_0.53,Unidentified metabolite
Metabolome,180.0665_5.1,Unidentified metabolite
Metabolome,180.0665_7.81,L-Tyrosine
Metabolome,180.0688_8.75,Unidentified metabolite
Metabolome,180.0865_6.38,C6H13NO5
Metabolome,180.0867_7.78,Glucosamine|Galactosamine
Metabolome,180.0878_3.75,Unidentified metabolite
Metabolome,180.1018_6.04,Unidentified metabolite
Metabolome,180.1745_8.84,Unidentified metabolite
Metabolome,181.0174_5.27,Unidentified metabolite
Metabolome,181.0505_1.99,Unidentified metabolite
Metabolome,181.0505_6.1,Hydroxyphenyllactic acid
Metabolome,181.0527_3.08,Methylthioribose
Metabolome,181.0527_3.17,Methylthioribose
Metabolome,181.0715_3.2,Paraxanthine
Metabolome,181.0717_3.53,Theophylline
Metabolome,181.0717_7.36,Sorbitol|Mannitol
Metabolome,181.0855_8.18,C13H18O5_pos
Metabolome,181.0857_7.67,C13H18O5_pos
Metabolome,181.0869_4.88,Unidentified metabolite
Metabolome,181.0869_5.01,Unidentified metabolite
Metabolome,181.0869_5.52,Unidentified metabolite
Metabolome,181.0869_6.26,Unidentified metabolite
Metabolome,181.087_6.04,Unidentified metabolite
Metabolome,181.087_6.42,Unidentified metabolite
Metabolome,181.1335_1.03,Unidentified metabolite
Metabolome,181.1585_8.36,Unidentified metabolite
Metabolome,181.1586_2.1,Unidentified metabolite
Metabolome,181.1587_1.3,Unidentified metabolite
Metabolome,182.0128_6.2,Unidentified metabolite
Metabolome,182.0458_5.95,Unidentified metabolite
Metabolome,182.0482_8.36,Methionine sulfone
Metabolome,182.0571_8.44,Unidentified metabolite
Metabolome,182.0812_7.89,L-Tyrosine
Metabolome,182.081_0.54,Unidentified metabolite
Metabolome,182.0821_3.69,C9H13NO3
Metabolome,182.0822_2.76,C9H13NO3
Metabolome,182.0974_7.91,Unidentified metabolite
Metabolome,182.1036_3.69,Hypoxanthine
Metabolome,183.0159_7.97,Hydroxyisourate
Metabolome,183.0298_3.79,Unidentified metabolite
Metabolome,183.0662_1.16,Unidentified metabolite
Metabolome,183.0662_1.64,Unidentified metabolite
Metabolome,183.0662_1.71,Unidentified metabolite
Metabolome,183.0662_2.17,Unidentified metabolite
Metabolome,183.0925_7.67,Unidentified metabolite
Metabolome,183.1017_7.3,Unidentified metabolite
Metabolome,183.1025_5.21,"C10:2,OH FA (Hydroxy-decadienoic acid)"
Metabolome,183.1025_5.45,"C10:2,OH FA (Hydroxy-decadienoic acid)"
Metabolome,183.1025_6.09,"C10:2,OH FA (Hydroxy-decadienoic acid)"
Metabolome,183.1026_7.67,Unidentified metabolite
Metabolome,183.1027_8.2,Unidentified metabolite
Metabolome,183.1125_15.11,Unidentified metabolite
Metabolome,183.1128_1.18,"INDOLE-3-ACETIC ACID (D7, 98%)"
Metabolome,183.1128_1.44,Unidentified metabolite
Metabolome,183.1128_1.94,Unidentified metabolite
Metabolome,183.1128_6.29,Unidentified metabolite
Metabolome,183.1389_9.03,C11:1 FA (Undecenoic acid)
Metabolome,183.1389_9.24,C11:1 FA (Undecenoic acid)
Metabolome,183.139_1.01,Unidentified metabolite
Metabolome,184.0717_8.36,Unidentified metabolite
Metabolome,184.0727_7.25,Unidentified metabolite
Metabolome,184.0967_5.68,Unidentified metabolite
Metabolome,185.0303_0.55,Unidentified metabolite
Metabolome,185.0311_7.97,Unidentified metabolite
Metabolome,185.0312_9.07,Unidentified metabolite
Metabolome,185.0312_9.75,Unidentified metabolite
Metabolome,185.0566_11.25,Unidentified metabolite
Metabolome,185.0566_3.58,Unidentified metabolite
Metabolome,185.0566_7.8,Unidentified metabolite
Metabolome,185.0567_8.04,Unidentified metabolite
Metabolome,185.0817_6.82,Unidentified metabolite
Metabolome,185.0818_4.21,5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid|5-Butyltetrahydro-2-oxo-3-furancarboxylic acid
Metabolome,185.0818_5.54,5-(2-Methylpropyl)tetrahydro-2-oxo-3-furancarboxylic acid|5-Butyltetrahydro-2-oxo-3-furancarboxylic acid
Metabolome,185.0921_7.42,Unidentified metabolite
Metabolome,185.0921_8.32,Unidentified metabolite
Metabolome,185.0921_8.39,Unidentified metabolite
Metabolome,185.092_8.55,Unidentified metabolite
Metabolome,185.1172_2.35,Unidentified metabolite
Metabolome,185.1172_2.53,Unidentified metabolite
Metabolome,185.1182_6.11,"C10:1,OH FA (Hydroxy-decenoic acid)"
Metabolome,185.1182_6.89,"C10:1,OH FA (Hydroxy-decenoic acid)(1)"
Metabolome,185.1182_7.77,"C10:1,OH FA (Hydroxy-decenoic acid)(2)"
Metabolome,185.1183_1.16,Unidentified metabolite
Metabolome,185.1282_3.49,Unidentified metabolite
Metabolome,185.1282_4.18,Unidentified metabolite
Metabolome,185.1285_1.11,Unidentified metabolite
Metabolome,185.1285_7.01,Unidentified metabolite
Metabolome,185.1546_9.37,Unidentified metabolite
Metabolome,185.1546_9.79,Unidentified metabolite
Metabolome,185.9481_0.56,Unidentified metabolite
Metabolome,186.0408_10.2,Unidentified metabolite
Metabolome,186.0561_2.88,Unidentified metabolite
Metabolome,186.056_4.97,Unidentified metabolite
Metabolome,186.0873_7.29,Unidentified metabolite
Metabolome,186.1124_7.76,C9H15NO3
Metabolome,186.1135_2.98,Unidentified metabolite
Metabolome,187.0069_4.32,p-Cresol sulfate
Metabolome,187.007_1.02,p-Cresol sulfate
Metabolome,187.0378_6.05,Unidentified metabolite
Metabolome,187.0512_3.85,Unidentified metabolite
Metabolome,187.0612_8.03,Unidentified metabolite
Metabolome,187.0712_0.61,Unidentified metabolite
Metabolome,187.0713_7.9,Unidentified metabolite
Metabolome,187.0714_14.96,Unidentified metabolite
Metabolome,187.0714_8.33,Unidentified metabolite
Metabolome,187.0723_7.95,N-Acetylglutamine
Metabolome,187.0724_10.91,C7H12N2O4(2)
Metabolome,187.0724_7.49,N-Acetylglutamine
Metabolome,187.0724_7.6,N-Acetylglutamine
Metabolome,187.0866_0.96,Unidentified metabolite
Metabolome,187.1077_7.6,Unidentified metabolite
Metabolome,187.1077_8.69,Unidentified metabolite
Metabolome,187.1088_6.98,N-epsilon-acetyl-L-lysine
Metabolome,187.1327_5.36,Unidentified metabolite
Metabolome,187.1339_1.16,"3-Hydroxycapric acid|(R)-3-Hydroxydecanoic acid|9-Hydroxydecanoic acid|(1R,2R,4R,8R)-p-Menthane-2,8,9-triol|7-Methyl-3-methylene-1,6,7-octanetriol|cis-p-Menthane-1,7,8-triol|2,6-Dimethyl-7-octene-2,3,6-triol|(1S,2S,4R,8R)-p-Menthane-1,2,9-triol|2-Hexyl-1,3-dioxan-5-ol|2-Hexyl-1,3-dioxolane-4-methanol|(1R,2R,4S)-p-Menthane-1,2,8-triol|xi-5-Hydroxydecanoic acid|Ethyl (™)-3-hydroxyoctanoate|(1R,2R,4R,8R)-p-Menthane-2,8,9-triol|(1R,2R,4R,8S)-p-Menthane-2,8,9-triol|(1S,2R,4R,8R)-p-Menthane-2,8,9-triol|(1S,2R,4R,8S)-p-Menthane-2,8,9-triol|(1S,2S,4S,8R)-p-Menthane-2,8,9-triol|(1S,2S,4S,8S)-p-Menthane-2,8,9-triol|(1R*,2S*,4R*,8R*)-p-Menthane-2,8,9-triol|(1R*,2S*,4R*,8S*)-p-Menthane-2,8,9-triol|(1S*,2S*,4R*,8R*)-p-Menthane-2,8,9-triol"
Metabolome,187.1339_11.22,Unidentified metabolite
Metabolome,187.1339_6.57,"C10:0,OH FA (Hydroxycapric acid)"
Metabolome,187.1339_6.96,"C10:0,OH FA (Hydroxycapric acid)"
Metabolome,187.1339_7.49,"C10:0,OH FA (Hydroxycapric acid)"
Metabolome,187.1339_7.88,"C10:0,OH FA (Hydroxycapric acid)"
Metabolome,187.1339_8.37,"C10:0,OH FA(2) (Hydroxycapric acid)"
Metabolome,188.0352_2.57,Unidentified metabolite
Metabolome,188.0352_3.7,Kynurenic acid
Metabolome,188.0353_3.58,Kynurenic acid
Metabolome,188.0563_5.88,Unidentified metabolite
Metabolome,188.0564_7.34,N-Acetylglutamic acid
Metabolome,188.0704_1.2,Unidentified metabolite
Metabolome,188.0706_1.4,Unidentified metabolite
Metabolome,188.0706_5.06,Tryptophan betaine(1)
Metabolome,188.0706_6.69,Trypophan Fragment
Metabolome,188.0716_2.43,3-Indolepropionic acid
Metabolome,188.0716_5.44,3-Indolepropionic acid
Metabolome,188.0757_7.95,Unidentified metabolite
Metabolome,188.0929_8.14,Unidentified metabolite
Metabolome,188.1281_4.46,C9H17NO3(1)
Metabolome,188.1281_8.09,C9H17NO3
Metabolome,188.128_4.56,C9H17NO3(1)
Metabolome,188.9861_1.74,Catechol sulfate
Metabolome,188.9863_4.08,Unidentified metabolite
Metabolome,188.9978_12.06,Unidentified metabolite
Metabolome,189.0401_10.7,Unidentified metabolite
Metabolome,189.0404_7.32,2-O-methylascorbic acid
Metabolome,189.0556_6.79,"7-Methoxy-6-methyl-2H-1-benzopyran-2-one|Methyl (Z,Z)-10-hydroxy-2,8-decadiene-4,6-diynoate|7-Hydroxy-2,5-dimethyl-4H-1-benzopyran-4-one|Avenalumic acid|Coixinden A|(S)-2,3-Dihydro-5-hydroxy-2-methyl-1,4-naphthoquinone|Dihydroplumbagin"
Metabolome,189.0655_5.34,Unidentified metabolite
Metabolome,189.0658_3.45,Unidentified metabolite
Metabolome,189.0669_4.86,Unidentified metabolite
Metabolome,189.0739_6.69,Unidentified metabolite
Metabolome,189.078_5.45,Unidentified metabolite
Metabolome,189.0871_11.19,C7H12N2O4(3)
Metabolome,189.087_8.75,Unidentified metabolite
Metabolome,189.088_10.16,Diaminopimelic acid
Metabolome,189.112_4.72,Unidentified metabolite
Metabolome,189.1234_8.46,N-epsilon-acetyl-L-lysine
Metabolome,189.1235_12.67,Unidentified metabolite
Metabolome,189.1236_10.85,N-epsilon-acetyl-L-lysine
Metabolome,189.1347_14.55,Homo-L-arginine
Metabolome,189.1598_18.47,"N6,N6,N6-Trimethyl-L-lysine"
Metabolome,190.0497_4.47,Kynurenic acid
Metabolome,190.0497_4.57,Kynurenic acid
Metabolome,190.0498_2.35,Unidentified metabolite
Metabolome,190.0499_4.35,Kynurenic acid
Metabolome,190.0509_3.73,Unidentified metabolite
Metabolome,190.0509_5.03,Unidentified metabolite
Metabolome,190.0509_5.44,Kynurenine
Metabolome,190.0509_6.23,Kynurenine
Metabolome,190.0509_6.45,Kynurenine
Metabolome,190.0861_5.45,3-Indolepropionic acid
Metabolome,190.0903_8.75,Unidentified metabolite
Metabolome,190.1072_6.21,Carboxyethylvaline
Metabolome,190.1073_7.8,Unidentified metabolite
Metabolome,190.1073_8.75,Unidentified metabolite
Metabolome,190.1267_8.46,Unidentified metabolite
Metabolome,191.0196_0.58,Citric acid
Metabolome,191.0197_11.59,Citric acid
Metabolome,191.0553_1.98,Unidentified metabolite
Metabolome,191.0554_1.91,Unidentified metabolite
Metabolome,191.0561_8.68,Quinic acid
Metabolome,191.0671_4.25,Unidentified metabolite
Metabolome,191.0681_13.28,Unidentified metabolite
Metabolome,191.0815_0.97,Unidentified metabolite
Metabolome,191.1024_0.61,Unidentified metabolite
Metabolome,191.1027_10.23,Diaminopimelic acid
Metabolome,191.1027_10.58,Diaminopimelic acid
Metabolome,191.1027_10.88,Diaminopimelic acid
Metabolome,191.1138_15.8,Unidentified metabolite
Metabolome,191.117_4.49,Unidentified metabolite
Metabolome,191.1427_7.67,Unidentified metabolite
Metabolome,191.1793_9.94,Unidentified metabolite
Metabolome,192.0301_6.97,Unidentified metabolite
Metabolome,192.0335_7.78,Unidentified metabolite
Metabolome,192.0653_0.85,Unidentified metabolite
Metabolome,192.0653_5.04,Unidentified metabolite
Metabolome,192.0654_6.32,Unidentified metabolite
Metabolome,192.0665_3.93,Unidentified metabolite
Metabolome,192.0666_3.01,Unidentified metabolite
Metabolome,192.1018_6.21,Unidentified metabolite
Metabolome,192.1019_7.82,Unidentified metabolite
Metabolome,192.1029_2.38,Unidentified metabolite
Metabolome,192.103_6.97,Unidentified metabolite
Metabolome,192.1382_3.35,Unidentified metabolite
Metabolome,193.0133_6.2,Unidentified metabolite
Metabolome,193.0141_12.04,Unidentified metabolite
Metabolome,193.0176_8.15,Unidentified metabolite
Metabolome,193.0352_10.18,D-Glucuronic acid
Metabolome,193.0352_8.96,D-Glucuronic acid
Metabolome,193.0353_9.32,D-Glucuronic acid
Metabolome,193.0505_2.48,Unidentified metabolite
Metabolome,193.0617_5.44,Unidentified metabolite
Metabolome,193.0665_3.38,Unidentified metabolite
Metabolome,193.0665_4.5,Unidentified metabolite
Metabolome,193.0858_8.12,Unidentified metabolite
Metabolome,193.0868_5.12,Unidentified metabolite
Metabolome,193.0868_7.39,Unidentified metabolite
Metabolome,193.0869_7.68,Unidentified metabolite
Metabolome,193.0869_8.7,Unidentified metabolite
Metabolome,193.087_2.4,Unidentified metabolite
Metabolome,193.087_5.95,Unidentified metabolite
Metabolome,193.087_8.16,Unidentified metabolite
Metabolome,193.0972_1.11,Unidentified metabolite
Metabolome,193.0974_4.72,Unidentified metabolite
Metabolome,193.0998_8.5,Unidentified metabolite
Metabolome,193.1233_8.65,"4-Hydroxypropofol|(S,Z)-Lyratol acetate|Hexylresorcinol|Neocnidilide|(™)-Myrtenyl acetate|Ethyl (2E,4E,7Z)-Decatrienoate|Ethyl (2E,4Z,7Z)-Decatrienoate|(2S,4R)-p-Mentha-1(7),5-dien-2-ol acetate|(S)-p-Mentha-1,8-dien-10-yl acetate|Perillyl acetate|(R)-2-Acetoxy-p-mentha-1,8-diene|Carvyl acetate|Menthadienyl acetate|8-Ocimenyl acetate|1-(2-Furanyl)-1-octanone|(S)-Neolyratyl acetate|(2,2-Diethoxyethyl)benzene|cis-Carvyl acetate|Cnidilide|trans-Carvyl acetate|Sabinyl acetate|(S,E)-Lyratol acetate|(-)-Myrtenyl acetate|(™)-p-Mentha-1,8-dien-10-yl acetate"
Metabolome,193.1335_3.07,Unidentified metabolite
Metabolome,193.1585_12.6,Unidentified metabolite
Metabolome,193.1586_12.24,Unidentified metabolite
Metabolome,193.1949_9.02,Unidentified metabolite
Metabolome,194.0458_7.03,C9H9NO4
Metabolome,194.0478_8.02,Unidentified metabolite
Metabolome,194.0481_7.83,Unidentified metabolite
Metabolome,194.0491_6.26,Unidentified metabolite
Metabolome,194.0811_6.95,Unidentified metabolite
Metabolome,194.0812_3.95,Unidentified metabolite
Metabolome,194.0822_8.26,Unidentified metabolite
Metabolome,194.082_5.34,Unidentified metabolite
Metabolome,194.0845_7.02,Unidentified metabolite
Metabolome,194.0845_7.37,Unidentified metabolite
Metabolome,195.0377_8.6,Unidentified metabolite
Metabolome,195.0508_10.15,Gluconic acid
Metabolome,195.0508_11.32,Gluconic acid
Metabolome,195.0625_4.07,Unidentified metabolite
Metabolome,195.0625_4.14,Unidentified metabolite
Metabolome,195.0874_4.56,Caffeine
Metabolome,195.1026_2.08,Unidentified metabolite
Metabolome,195.1026_2.29,Unidentified metabolite
Metabolome,195.1127_3.47,C10H14N2O2
Metabolome,195.1224_11.54,Unidentified metabolite
Metabolome,195.1225_10.76,Unidentified metabolite
Metabolome,195.1379_2.64,Unidentified metabolite
Metabolome,195.1389_7.63,Unidentified metabolite
Metabolome,195.139_1.08,Unidentified metabolite
Metabolome,195.139_6.96,Unidentified metabolite
Metabolome,195.139_7.34,Unidentified metabolite
Metabolome,195.139_9.43,C12:2 FA (Dodecadienoic acid)
Metabolome,196.0368_4.15,Unidentified metabolite
Metabolome,196.0614_7.87,Unidentified metabolite
Metabolome,196.0635_7.43,C6H13NO4S
Metabolome,196.0727_8.17,N-Acetylhistidine
Metabolome,196.0885_4.49,C12H11N3
Metabolome,196.108_5.01,Unidentified metabolite
Metabolome,196.108_6.44,Unidentified metabolite
Metabolome,197.0673_4.36,5-Acetylamino-6-amino-3-methyluracil(2)
Metabolome,197.0679_8.23,5-Acetylamino-6-amino-3-methyluracil
Metabolome,197.0818_4.26,Unidentified metabolite
Metabolome,197.0818_5.16,"C10:2,DC FA (Decadienedioic acid)"
Metabolome,197.0818_5.55,"Guaifenesin|5-(3E-Pentenyl)tetrahydro-2-oxo-3-furancarboxylic acid|3-(4-Hydroxy-3-methoxyphenyl)-1,2-propanediol|(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid|3,4-Methylene suberic acid|2,3-Methylene suberic acid|Guaifenesin|Guaifenesin"
Metabolome,197.0818_8.07,Unidentified metabolite
Metabolome,197.0819_5.95,"Guaifenesin|5-(3E-Pentenyl)tetrahydro-2-oxo-3-furancarboxylic acid|3-(4-Hydroxy-3-methoxyphenyl)-1,2-propanediol|(2E,4E)-2,7-Dimethyl-2,4-octadienedioic acid|3,4-Methylene suberic acid|2,3-Methylene suberic acid|Guaifenesin|Guaifenesin"
Metabolome,197.1282_1.56,Unidentified metabolite
Metabolome,197.1282_3.93,C10H16N2O2
Metabolome,197.1546_0.98,Unidentified metabolite
Metabolome,197.1546_7.84,C12:1 FA (Dodecenoic acid)
Metabolome,197.1546_8,C12:1 FA (Dodecenoic acid)
Metabolome,197.1546_9.79,C12:1 FA(1) (Dodecenoic acid)
Metabolome,198.0254_7.82,Unidentified metabolite
Metabolome,198.052_8.65,Unidentified metabolite
Metabolome,198.0575_3.51,Unidentified metabolite
Metabolome,198.0761_7.93,Unidentified metabolite
Metabolome,198.0771_4.3,Unidentified metabolite
Metabolome,198.077_4.86,Unidentified metabolite
Metabolome,199.007_0.96,Unidentified metabolite
Metabolome,199.007_6.9,Unidentified metabolite
Metabolome,199.0376_8.01,Unidentified metabolite
Metabolome,199.0378_6.96,Unidentified metabolite
Metabolome,199.046_0.56,Unidentified metabolite
Metabolome,199.0575_2.95,Unidentified metabolite
Metabolome,199.0724_7.34,Unidentified metabolite
Metabolome,199.0974_3.57,Unidentified metabolite
Metabolome,199.0975_4.85,"C10:1,DC FA (Decenedioic acid)"
Metabolome,199.0975_6.05,"C10:1,DC FA (Decenedioic acid)"
Metabolome,199.0975_6.39,"C10:1,DC FA (Decenedicarboxylic acid)"
Metabolome,199.1077_8.27,Unidentified metabolite
Metabolome,199.1077_8.59,Unidentified metabolite
Metabolome,199.1339_11.22,Unidentified metabolite
Metabolome,199.1339_7.28,(S)-9-Hydroxy-10-undecenoic acid|Clarycet|3-Nonanon-1-yl acetate
Metabolome,199.1339_7.66,(S)-9-Hydroxy-10-undecenoic acid|Clarycet|3-Nonanon-1-yl acetate
Metabolome,199.1339_8.07,(S)-9-Hydroxy-10-undecenoic acid|Clarycet|3-Nonanon-1-yl acetate
Metabolome,199.134_9.72,(S)-9-Hydroxy-10-undecenoic acid|Clarycet|3-Nonanon-1-yl acetate
Metabolome,199.1489_1.17,Unidentified metabolite
Metabolome,199.1691_10.12,C12H22O2_pos
Metabolome,199.1692_1.07,Unidentified metabolite
Metabolome,199.1703_0.98,Unidentified metabolite
Metabolome,199.1703_10.24,C12:0 FA (Dodecanoic acid)
Metabolome,199.1703_9.83,C12:0 FA (Dodecanoic acid)
Metabolome,199.9966_9,Unidentified metabolite
Metabolome,200.0675_8.33,Unidentified metabolite
Metabolome,200.0676_8.54,Unidentified metabolite
Metabolome,200.0917_7.52,Unidentified metabolite
Metabolome,200.1281_8.51,C10H17NO3
Metabolome,200.1281_8.86,C10H17NO3
Metabolome,200.1291_6.66,N-Acetylaminooctanoic acid
Metabolome,200.1292_2.2,N-Acetylaminooctanoic acid
Metabolome,200.1293_2.96,N-Acetylaminooctanoic acid
Metabolome,200.1644_11.47,Unidentified metabolite
Metabolome,201.0265_5.84,Unidentified metabolite
Metabolome,201.0517_8.17,Unidentified metabolite
Metabolome,201.0869_7.41,Unidentified metabolite
Metabolome,201.0881_13.65,Unidentified metabolite
Metabolome,201.0881_13.93,Unidentified metabolite
Metabolome,201.088_13.35,Unidentified metabolite
Metabolome,201.088_7.24,Unidentified metabolite
Metabolome,201.1131_4.29,"C10:0,DC FA(1) (Sebacic acid)"
Metabolome,201.1131_4.69,"C10:0,DC FA(1) (Sebacic acid)"
Metabolome,201.1131_5.2,"C10:0,DC FA(1) (Sebacic acid)"
Metabolome,201.1132_10.76,Unidentified metabolite
Metabolome,201.1132_7.34,Unidentified metabolite
Metabolome,201.1133_8.23,"C10:0,DC FA (Sebacic acid)"
Metabolome,201.113_5.3,"C10:0,DC FA(1) (Sebacic acid)"
Metabolome,201.113_8.04,"C10:0,DC FA (Sebacic acid)"
Metabolome,201.1243_9.02,Unidentified metabolite
Metabolome,201.1483_6.04,Unidentified metabolite
Metabolome,201.1483_6.45,Unidentified metabolite
Metabolome,201.1483_7.27,Unidentified metabolite
Metabolome,201.1496_7.72,3-Hydroxynonyl acetate|3-hydroxyundecanoic acid|3-Nonyl acetate
Metabolome,201.1496_8.34,3-Hydroxynonyl acetate|3-hydroxyundecanoic acid|3-Nonyl acetate
Metabolome,201.1496_8.57,3-Hydroxynonyl acetate|3-hydroxyundecanoic acid|3-Nonyl acetate
Metabolome,201.9838_9.28,Unidentified metabolite
Metabolome,202.053_4.41,Unidentified metabolite
Metabolome,202.0664_9.81,Unidentified metabolite
Metabolome,202.0721_7.85,Unidentified metabolite
Metabolome,202.0822_8.55,Unidentified metabolite
Metabolome,202.0833_8.46,Unidentified metabolite
Metabolome,202.2165_1.49,Unidentified metabolite
Metabolome,202.9693_9.43,Benzenearsonic acid
Metabolome,203.0017_3.88,Methylcatechol sulfate|Methoxyphenol sulfate
Metabolome,203.0019_1.03,Methylcatechol sulfate|Methoxyphenol sulfate
Metabolome,203.0019_4.8,Methylcatechol sulfate|Methoxyphenol sulfate
Metabolome,203.0204_10.31,Unidentified metabolite
Metabolome,203.0284_10.03,Unidentified metabolite
Metabolome,203.0587_13.73,Unidentified metabolite
Metabolome,203.0672_10.23,Gly-Glu
Metabolome,203.0673_10.52,Gly-Glu
Metabolome,203.0674_8.08,Gly-Glu
Metabolome,203.0814_0.66,Unidentified metabolite
Metabolome,203.0826_1.4,L-Tryptophan
Metabolome,203.0826_2.36,Unidentified metabolite
Metabolome,203.0826_2.55,Unidentified metabolite
Metabolome,203.0826_6.64,L-Tryptophan
Metabolome,203.0856_8.51,Unidentified metabolite
Metabolome,203.0923_4.28,Unidentified metabolite
Metabolome,203.0924_2.79,Unidentified metabolite
Metabolome,203.1024_0.6,Unidentified metabolite
Metabolome,203.1025_7.28,Unidentified metabolite
Metabolome,203.1026_11.26,C8H14N2O4
Metabolome,203.1026_12.75,C8H14N2O4
Metabolome,203.1026_7.55,Unidentified metabolite
Metabolome,203.1035_0.64,Unidentified metabolite
Metabolome,203.1037_10.58,C8H16N2O4
Metabolome,203.1276_4.72,Unidentified metabolite
Metabolome,203.1276_5.78,Unidentified metabolite
Metabolome,203.1276_6.17,Unidentified metabolite
Metabolome,203.1276_6.7,Unidentified metabolite
Metabolome,203.1276_7.04,Unidentified metabolite
Metabolome,203.129_3.6,Unidentified metabolite
Metabolome,203.1393_13.21,"N2-acetyl,N6-methyllysine"
Metabolome,203.139_7.71,C9H18N2O3
Metabolome,203.139_8.62,N-acetyl-isoputreanine
Metabolome,203.1504_13.96,Symmetric dimethylarginine
Metabolome,203.1793_8.66,Unidentified metabolite
Metabolome,203.1793_9.2,Unidentified metabolite
Metabolome,203.1793_9.57,Unidentified metabolite
Metabolome,203.1794_10.32,Unidentified metabolite
Metabolome,204.0513_10.64,Unidentified metabolite
Metabolome,204.0513_3.62,Unidentified metabolite
Metabolome,204.0654_4.87,Unidentified metabolite
Metabolome,204.0654_5.45,Unidentified metabolite
Metabolome,204.0664_4.72,Indolelactic acid
Metabolome,204.0665_5.44,Cinnamoylglycine
Metabolome,204.0667_4.98,Cinnamoylglycine
Metabolome,204.0692_8.17,Unidentified metabolite
Metabolome,204.0849_7,Unidentified metabolite
Metabolome,204.0849_7.26,Unidentified metabolite
Metabolome,204.0865_8.68,Unidentified metabolite
Metabolome,204.1018_6.21,Unidentified metabolite
Metabolome,204.1231_8.18,C2:0 AC (L-Acetylcarnitine)
Metabolome,204.1343_15.02,Unidentified metabolite
Metabolome,204.9811_1.13,Benzenetriol sulfate
Metabolome,205.0352_11.67,Unidentified metabolite
Metabolome,205.0819_10.36,Unidentified metabolite
Metabolome,205.0829_11.11,Unidentified metabolite
Metabolome,205.0829_8.89,Unidentified metabolite
Metabolome,205.082_10.65,Unidentified metabolite
Metabolome,205.082_7.77,Unidentified metabolite
Metabolome,205.0969_1.4,L-Tryptophan
Metabolome,205.0969_3.9,Unidentified metabolite
Metabolome,205.0971_6.69,L-Tryptophan
Metabolome,205.1183_10.59,N6-Carboxymethyllysine
Metabolome,205.1183_11.67,N6-Carboxymethyllysine
Metabolome,205.1183_7.94,Unidentified metabolite
Metabolome,205.1184_12.48,N6-Carboxymethyllysine
Metabolome,205.1263_8.18,Unidentified metabolite
Metabolome,205.1295_15.03,Unidentified metabolite
Metabolome,205.1596_10.47,Unidentified metabolite
Metabolome,205.1949_9.85,Unidentified metabolite
Metabolome,206.0492_7.53,Unidentified metabolite
Metabolome,206.0811_7.91,Unidentified metabolite
Metabolome,206.0821_4.41,N-Acetyl-L-phenylalanine
Metabolome,206.0822_8.33,Unidentified metabolite
Metabolome,206.1294_8.18,Unidentified metabolite
Metabolome,206.1387_1.07,Unidentified metabolite
Metabolome,207.0661_6.79,Unidentified metabolite
Metabolome,207.0663_5.64,Unidentified metabolite
Metabolome,207.0774_6.2,L-Kynurenine
Metabolome,207.1138_2.62,Unidentified metabolite
Metabolome,207.1391_1.59,Unidentified metabolite
Metabolome,207.1742_12.24,"4-(1,1,3,3-Tetramethylbutyl)-phenol|delta-Methylionone|3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one|Methyl-delta-ionone|1-(2,6,6-Trimethyl-2-cyclohexen-1-yl)-1-penten-3-one|alpha-Irone|Etaspirene|10-Isopropyl-2,7-dimethyl-1-oxaspiro[4.5]deca-3,6-diene|1-(2,6,6-Trimethyl-1-cyclohexen-1-yl)-1-penten-3-one|(Z)-alpha-Irone|Cedranoxide|Zerumbodienone|3-Methyl-4-(2,6,6-trimethyl-2-cyclohexen-1-yl)-3-buten-2-one|alpha-(p-(1,1,3,3-Tetramethylbutyl)phenyl)-omega-hydroxypoly(oxyethylene)"
Metabolome,207.1743_1.09,Unidentified metabolite
Metabolome,207.1743_2.24,Unidentified metabolite
Metabolome,208.0605_7.8,Unidentified metabolite
Metabolome,208.0613_4.05,Unidentified metabolite
Metabolome,208.0614_4.66,Unidentified metabolite
Metabolome,208.0614_4.84,Unidentified metabolite
Metabolome,208.0615_3.88,C10H11NO4
Metabolome,208.0615_6.64,Unidentified metabolite
Metabolome,208.0638_7.65,N-acetylmethionine sulfoxide
Metabolome,208.0647_2.23,Unidentified metabolite
Metabolome,208.101_11.17,Unidentified metabolite
Metabolome,208.1181_8.52,Unidentified metabolite
Metabolome,208.1332_4.39,Unidentified metabolite
Metabolome,209.0302_11.92,Glucaric acid
Metabolome,209.0595_7.51,Unidentified metabolite
Metabolome,209.0666_7.38,"1,5-anhydroglucitol (1,5-AG)"
Metabolome,209.0819_1.14,C11H14O4
Metabolome,209.0819_6.2,C11H14O4(1)
Metabolome,209.0919_0.9,Unidentified metabolite
Metabolome,209.092_6.31,L-Kynurenine
Metabolome,209.092_7.85,L-Kynurenine
Metabolome,209.117_8.89,C15H22O5
Metabolome,209.1182_7.22,"C12:3,OH FA(1) (Hydroxy-dodecatrienoic acid)"
Metabolome,209.1184_1.49,Unidentified metabolite
