Analyte ID,m/z,Mode,Analyte Name,Formula,KEGG ID,HMDB ID,MSI Confidence Level
140.0108_4.84,140.0108,pHILIC,0,0,0,0,0
802.5359_4.84,802.5359,pHILIC,0,0,0,0,0
768.5902_4.84,768.5902,pHILIC,PC(36:3),NA,0,0,NA
706.538_4.83,706.538,pHILIC,Lipids PC(30:0),C38H76NO8P,0,0,NA
796.5862_4.82,796.5862,pHILIC,Lipids PC(35:4),NA,0,0,NA
728.5209_4.82,728.5209,pHILIC,0,0,0,0,0
720.5545_4.82,720.5545,pHILIC,Lipids PC(31:0),C39H78NO8P,0,0,NA
824.6169_4.81,824.6169,pHILIC,0,0,0,0,0
836.6147_4.81,836.6147,pHILIC,0,0,0,0,0
864.6452_4.8,864.6452,pHILIC,0,0,0,0,0
764.5596_4.8,764.5596,pHILIC,Lipids PC(P-36:5)(2),C44H78NO7P,NA,NA,NA
822.6376_4.8,822.6376,pHILIC,PC(40:4),NA,0,0,NA
734.5696_4.8,734.5696,pHILIC,Lipids PC(32:2),C40H80NO8P,NA,NA,NA
824.6519_4.79,824.6519,pHILIC,PC(40:3),NA,0,0,NA
766.5746_4.79,766.5746,pHILIC,Lipids PC(P-36:4),NA,0,0,NA
748.5823_4.78,748.5823,pHILIC,0,0,0,0,0
850.6668_4.78,850.6668,pHILIC,Lipids PC(P-42:5),NA,NA,NA,NA
730.5379_4.77,730.5379,pHILIC,PC(32:2),NA,0,0,NA
790.5732_4.76,790.5732,pHILIC,Lipids PC(P-38:6),NA,NA,NA,NA
746.6067_4.75,746.6067,pHILIC,0,0,0,0,0
756.554_4.75,756.554,pHILIC,Lipids PC(34:3),C42H78NO8P,NA,NA,NA
124.9998_4.73,124.9998,pHILIC,Phosphonoacetaldehyde,C2H5O4P,NA,NA,NA
193.0974_4.72,193.0974,pHILIC,0,0,0,0,0
772.6204_4.7,772.6204,pHILIC,0,0,0,0,0
800.6159_4.69,800.6159,pHILIC,0,0,0,0,0
798.5999_4.69,798.5999,pHILIC,0,0,0,0,0
742.575_4.68,742.575,pHILIC,Lipids PC(P-34:2),C42H80NO7P,NA,NA,NA
812.6159_4.68,812.6159,pHILIC,PC(38:3),NA,0,0,NA
842.6603_4.67,842.6603,pHILIC,0,0,0,0,0
804.5525_4.66,804.5525,pHILIC,0,0,0,0,0
796.5862_4.66,796.5862,pHILIC,Lipids PC(35:4),NA,0,0,NA
820.5857_4.63,820.5857,pHILIC,0,0,0,0,0
794.6059_4.63,794.6059,pHILIC,0,0,0,0,0
814.5593_4.63,814.5593,pHILIC,0,0,0,0,0
820.6219_4.63,820.6219,pHILIC,0,0,0,0,0
842.5895_4.62,842.5895,pHILIC,0,0,0,0,0
830.5678_4.61,830.5678,pHILIC,0,0,0,0,0
766.5744_4.61,766.5744,pHILIC,Lipids PC(P-36:4),NA,0,0,NA
852.6817_4.6,852.6817,pHILIC,0,0,0,0,0
816.5739_4.6,816.5739,pHILIC,0,0,0,0,0
818.6065_4.6,818.6065,pHILIC,Lipids PC(P-40:6),NA,NA,NA,NA
878.699_4.59,878.699,pHILIC,Lipids PC(O-44:5),NA,0,0,NA
190.0497_4.57,190.0497,pHILIC,Kynurenic acid,C10H7NO3,C01717,HMDB00715,1
876.6842_4.56,876.6842,pHILIC,Lipids PC(O-44:6),C52H94NO7P,0,0,NA
716.5224_4.5,716.5224,pHILIC,Lipids PE(34:2),C39H74NO8P,NA,NA,NA
702.5436_4.49,702.5436,pHILIC,0,0,0,0,0
231.1703_4.49,231.1703,pHILIC,C11H22N2O3(1),C11H22N2O3,NA,NA,4
190.0497_4.47,190.0497,pHILIC,Kynurenic acid,C10H7NO3,C01717,HMDB00715,1
603.5351_4.47,603.5351,pHILIC,0,0,0,0,0
188.1281_4.46,188.1281,pHILIC,C9H17NO3(1),C9H17NO3,NA,NA,4
814.5365_4.44,814.5365,pHILIC,0,0,0,0,0
814.5593_4.43,814.5593,pHILIC,0,0,0,0,0
720.5538_4.43,720.5538,pHILIC,Lipids PC(31:0),C39H78NO8P,0,0,NA
778.539_4.41,778.539,pHILIC,Lipids PC(36:6),NA,NA,NA,NA
734.5696_4.41,734.5696,pHILIC,Lipids PC(32:2),C40H80NO8P,NA,NA,NA
794.5678_4.4,794.5678,pHILIC,0,0,0,0,0
748.5823_4.39,748.5823,pHILIC,0,0,0,0,0
780.5901_4.34,780.5901,pHILIC,Lipids PE(P-40:4),NA,0,0,NA
724.5273_4.34,724.5273,pHILIC,Lipids PE(P-36:4),NA,NA,NA,NA
772.5847_4.28,772.5847,pHILIC,Lipids PC(35:2),C43H82NO8P,NA,NA,NA
854.5678_4.23,854.5678,pHILIC,Lipids PC(42:10),C50H80NO8P,0,0,NA
752.5587_4.21,752.5587,pHILIC,Lipids PE(P-38:4),NA,NA,NA,NA
862.6257_4.08,862.6257,pHILIC,Galabiosylceramide (d18:1/16:0)|Lactosylceramide (d18:1/16:0),C46H87NO13,C06126|C01290,HMDB04833|HMDB06750,NA
563.4282_4.07,563.4282,pHILIC,NA,NA,NA,NA,NA
139.0866_3.95,139.0866,pHILIC,0,0,0,0,0
786.5041_3.94,786.5041,pHILIC,0,0,0,0,0
271.2015_3.92,271.2015,pHILIC,0,0,0,0,0
179.1542_3.87,179.1542,pHILIC,0,0,0,0,0
163.1481_3.79,163.1481,pHILIC,0,0,0,0,0
180.0878_3.75,180.0878,pHILIC,NA,NA,NA,NA,NA
151.0866_3.74,151.0866,pHILIC,0,0,0,0,0
726.5412_3.71,726.5412,pHILIC,0,0,0,0,0
182.1036_3.69,182.1036,pHILIC,Hypoxanthine,C7H11N5O,0,0,NA
716.5218_3.68,716.5218,pHILIC,Lipids PE(34:2),C39H74NO8P,NA,NA,NA
790.537_3.58,790.537,pHILIC,0,0,0,0,0
312.1299_3.55,312.1299,pHILIC,"N2,N2-Dimethylguanosine",C12H17N5O5,NA,HMDB04824,1
786.5044_3.46,786.5044,pHILIC,0,0,0,0,0
137.0458_3.46,137.0458,pHILIC,Hypoxanthine,C5H4N4O,C00262,HMDB00157,1
301.1181_3.38,301.1181,pHILIC,C16H16N2O4(2),C16H16N2O4,NA,NA,4
257.1129_3.36,257.1129,pHILIC,C11H16N2O5,C11H16N2O5,NA,NA,4
192.1382_3.35,192.1382,pHILIC,0,0,0,0,0
109.1013_3.2,109.1013,pHILIC,0,0,0,0,0
249.1069_3.15,249.1069,pHILIC,0,0,0,0,0
181.0527_3.08,181.0527,pHILIC,Methylthioribose,C6H12O4S,C03089 ,HMDB01087,3
312.1298_3.07,312.1298,pHILIC,"N2,N2-Dimethylguanosine",C12H17N5O5,NA,HMDB04824,1
193.1335_3.07,193.1335,pHILIC,0,0,0,0,0
228.1284_3.03,228.1284,pHILIC,Creatinine,C9H17N5S,C00791,HMDB00562,NA
561.4125_2.82,561.4125,pHILIC,0,0,0,0,0
315.1337_2.77,315.1337,pHILIC,0,0,0,0,0
750.5428_2.76,750.5428,pHILIC,Lipids PE(P-38:5)(2),C43H76NO7P,NA,NA,NA
774.5423_2.67,774.5423,pHILIC,0,0,0,0,0
163.1481_2.65,163.1481,pHILIC,0,0,0,0,0
241.1798_2.63,241.1798,pHILIC,0,0,0,0,0
257.113_2.6,257.113,pHILIC,C11H16N2O5,C11H16N2O5,NA,NA,4
185.1172_2.53,185.1172,pHILIC,0,0,0,0,0
253.216_2.52,253.216,pHILIC,0,0,0,0,0
221.1535_2.51,221.1535,pHILIC,0,0,0,0,0
123.1168_2.46,123.1168,pHILIC,0,0,0,0,0
442.1607_2.45,442.1607,pHILIC,0,0,0,0,0
139.0866_2.42,139.0866,pHILIC,0,0,0,0,0
317.2685_2.41,317.2685,pHILIC,MG(15:0),NA,0,0,NA
748.5268_2.36,748.5268,pHILIC,0,0,0,0,0
166.0863_2.34,166.0863,pHILIC,0,0,0,0,0
162.0549_2.27,162.0549,pHILIC,0,0,0,0,0
467.3725_2.23,467.3725,pHILIC,0,0,0,0,0
125.0597_2.23,125.0597,pHILIC,0,0,0,0,0
163.1481_2.21,163.1481,pHILIC,0,0,0,0,0
221.1535_2.2,221.1535,pHILIC,0,0,0,0,0
293.2108_2.13,293.2108,pHILIC,0,0,0,0,0
153.1274_2.13,153.1274,pHILIC,0,0,0,0,0
428.3732_2.06,428.3732,pHILIC,0,0,0,0,0
575.4669_1.99,575.4669,pHILIC,"DG(15:0/18:4(6Z,9Z,12Z,15Z)/0:0)|DG(18:4(6Z,9Z,12Z,15Z)/15:0/0:0)|DG(15:0/0:0/18:4n3)",C36H62O5,||,HMDB07077|HMDB07329|HMDB56004,NA
87.0553_1.97,87.0553,pHILIC,0,0,0,0,0
183.1128_1.94,183.1128,pHILIC,0,0,0,0,0
127.0502_1.91,127.0502,pHILIC,0,0,0,0,0
114.055_1.9,114.055,pHILIC,0,0,0,0,0
812.6969_1.87,812.6969,pHILIC,0,0,0,0,0
280.2634_1.85,280.2634,pHILIC,0,0,0,0,0
151.1117_1.82,151.1117,pHILIC,0,0,0,0,0
134.0812_1.49,134.0812,pHILIC,0,0,0,0,0
316.2845_1.48,316.2845,pHILIC,0,0,0,0,0
153.091_1.46,153.091,pHILIC,0,0,0,0,0
183.1128_1.44,183.1128,pHILIC,0,0,0,0,0
415.2224_1.43,415.2224,pHILIC,0,0,0,0,0
316.2846_1.33,316.2846,pHILIC,0,0,0,0,0
150.0584_1.28,150.0584,pHILIC,L-Methionine|Penicillamine|Racemethionine|L-Methionine|Penicillamine|D-Methionine,C5H11NO2S,C00073|C07418|C01733|||,HMDB00696|HMDB14997|HMDB33951|||,NA
183.1128_1.18,183.1128,pHILIC,"INDOLE-3-ACETIC ACID (D7, 98%)",C9H14N2O2,0,0,NA
577.5189_1.14,577.5189,pHILIC,0,0,0,0,0
315.1338_1.13,315.1338,pHILIC,0,0,0,0,0
122.0713_1.13,122.0713,pHILIC,0,0,0,0,0
193.0972_1.11,193.0972,pHILIC,0,0,0,0,0
143.0816_1.1,143.0816,pHILIC,0,0,0,0,0
223.1692_1.1,223.1692,pHILIC,0,0,0,0,0
130.0863_1.1,130.0863,pHILIC,0,0,0,0,0
152.0706_1.1,152.0706,pHILIC,0,0,0,0,0
96.0444_1.09,96.0444,pHILIC,0,0,0,0,0
251.2005_1.09,251.2005,pHILIC,0,0,0,0,0
171.1379_1.08,171.1379,pHILIC,0,0,0,0,0
435.3466_1.08,435.3466,pHILIC,"3a,7a-Dihydroxycoprostanic acid|3a,7a,12a-Trihydroxy-5b-cholestan-26-al|[16]-Gingerol",C27H46O4,|C01301|,HMDB00359|HMDB03533|,NA
253.2525_1.08,253.2525,pHILIC,0,0,0,0,0
89.0597_1.08,89.0597,pHILIC,0,0,0,0,0
313.2736_1.08,313.2736,pHILIC,0,0,0,0,0
156.1383_1.08,156.1383,pHILIC,NA,NA,NA,NA,NA
163.1481_1.07,163.1481,pHILIC,0,0,0,0,0
126.0914_1.07,126.0914,pHILIC,0,0,0,0,0
175.0866_1.05,175.0866,pHILIC,NA,NA,NA,NA,NA
181.1335_1.03,181.1335,pHILIC,0,0,0,0,0
100.0757_1.03,100.0757,pHILIC,2-Piperidinone,C5H9NO,NA,HMDB11749,2
418.222_1.02,418.222,pHILIC,0,0,0,0,0
85.0285_0.99,85.0285,pHILIC,0,0,0,0,0
446.2956_0.99,446.2956,pHILIC,0,0,0,0,0
474.2483_0.98,474.2483,pHILIC,0,0,0,0,0
434.2442_0.98,434.2442,pHILIC,0,0,0,0,0
191.0815_0.97,191.0815,pHILIC,0,0,0,0,0
447.2125_0.96,447.2125,pHILIC,0,0,0,0,0
316.2847_0.96,316.2847,pHILIC,0,0,0,0,0
283.1177_0.95,283.1177,pHILIC,0,0,0,0,0
282.2791_0.95,282.2791,pHILIC,0,0,0,0,0
171.1015_0.95,171.1015,pHILIC,0,0,0,0,0
406.2336_0.95,406.2336,pHILIC,0,0,0,0,0
95.0855_0.95,95.0855,pHILIC,0,0,0,0,0
155.1066_0.94,155.1066,pHILIC,0,0,0,0,0
99.0441_0.94,99.0441,pHILIC,0,0,0,0,0
360.2381_0.94,360.2381,pHILIC,0,0,0,0,0
169.0859_0.94,169.0859,pHILIC,0,0,0,0,0
609.2578_0.94,609.2578,pHILIC,0,NA,0,0,NA
115.0754_0.94,115.0754,pHILIC,0,0,0,0,0
330.2275_0.94,330.2275,pHILIC,0,0,0,0,0
406.2799_0.94,406.2799,pHILIC,0,0,0,0,0
265.107_0.94,265.107,pHILIC,0,0,0,0,0
118.0651_0.94,118.0651,pHILIC,0,0,0,0,0
279.0933_0.93,279.0933,pHILIC,0,0,0,0,0
556.5297_0.93,556.5297,pHILIC,0,0,0,0,0
310.3104_0.93,310.3104,pHILIC,0,0,0,0,0
281.1019_0.93,281.1019,pHILIC,0,0,0,0,0
389.1865_0.93,389.1865,pHILIC,0,0,0,0,0
267.1227_0.93,267.1227,pHILIC,0,0,0,0,0
85.0284_0.93,85.0284,pHILIC,0,0,0,0,0
175.1481_0.93,175.1481,pHILIC,0,0,0,0,0
424.2442_0.93,424.2442,pHILIC,0,0,0,0,0
97.0285_0.92,97.0285,pHILIC,0,0,0,0,0
251.1852_0.92,251.1852,pHILIC,0,0,0,0,0
277.191_0.91,277.191,pHILIC,0,0,0,0,0
540.535_0.91,540.535,pHILIC,0,0,0,0,0
484.4724_0.91,484.4724,pHILIC,0,0,0,0,0
429.1904_0.9,429.1904,pHILIC,0,0,0,0,0
405.3008_1.11,405.3008,nHILIC,0,0,0,0,0
132.0818_2.7,132.0818,nHILIC,0,0,0,0,0
118.0298_2.69,118.0298,nHILIC,0,0,0,0,0
160.0403_2.46,160.0403,nHILIC,Indolecarboxylic acid,C9H7NO2,NA,HMDB02285,1
179.056_7.81,179.056,nHILIC,Glucose,C6H12O6,C00221 ,HMDB00122,1
159.0411_8.59,159.0411,nHILIC,0,0,0,0,0
174.0882_10.16,174.0882,nHILIC,Citrulline,C6H13N3O3,C00327,HMDB00904,1
231.0621_11.28,231.0621,nHILIC,0,0,0,0,0
146.0458_10.46,146.0458,nHILIC,L-Glutamic acid,C5H9NO4,C00025,HMDB00148,1
211.0975_8.57,211.0975,nHILIC,C11H16O4,C11H16O4,NA,NA,4
173.0567_8.24,173.0567,nHILIC,C6H10N2O4(2),C6H10N2O4,NA,NA,4
169.0505_7.67,169.0505,nHILIC,"DL-3,4-Dihydroxyphenyl glycol",C8H10O4,C05576,HMDB00318,2
219.0773_7.19,219.0773,nHILIC,Oxindolylalanine,C11H12N2O3,NA,NA,3
295.1201_7.05,295.1201,nHILIC,0,0,0,0,0
395.3892_0.91,395.3892,nHILIC,0,0,0,0,0
211.1703_0.91,211.1703,nHILIC,0,0,0,0,0
423.4204_0.92,423.4204,nHILIC,0,0,0,0,0
507.5141_0.92,507.5141,nHILIC,0,0,0,0,0
451.4516_0.94,451.4516,nHILIC,0,0,0,0,0
281.2483_0.95,281.2483,nHILIC,C18:1 FA (Oleic acid),C18H34O2,C00712,HMDB00207,1
229.0538_0.94,229.0538,nHILIC,0,0,0,0,0
327.2327_0.95,327.2327,nHILIC,C22:6 FA (Docosahexaenoic acid),NA,NA,NA,NA
283.2639_0.95,283.2639,nHILIC,C18:0 FA (Stearic acid),C18H36O2,C01530,HMDB00827,2
369.1738_0.95,369.1738,nHILIC,Androsterone sulfate|Epiandrosterone sulfate|Androstenediol monosulfate,C19H30O5S,NA,HMDB02759|HMDB62657|,3
279.2327_0.95,279.2327,nHILIC,C18:2 FA (Linoleic acid),C18H32O2,C01595,HMDB00673,2
233.1545_1.07,233.1545,nHILIC,0,0,0,0,0
411.3477_1.07,411.3477,nHILIC,NA,NA,NA,NA,NA
509.4571_1.09,509.4571,nHILIC,0,0,0,0,0
449.3632_1.09,449.3632,nHILIC,NA,NA,NA,NA,NA
551.4677_1.09,551.4677,nHILIC,DG(15:0/16:1(9Z)/0:0)|DG(16:1(9Z)/15:0/0:0)|DG(15:0/0:0/16:1n7),C34H64O5,||,HMDB07070|HMDB07126|HMDB55988,NA
327.2538_1.08,327.2538,nHILIC,0,0,0,0,0
367.1582_0.94,367.1582,nHILIC,Dehydroisoandrosterone sulfate (DHEA-S)(1),C19H28O5S,C04555,HMDB01032,2
313.2745_0.96,313.2745,nHILIC,0,0,0,0,0
307.264_0.94,307.264,nHILIC,0,0,0,0,0
479.4828_0.92,479.4828,nHILIC,0,0,0,0,0
337.311_0.92,337.311,nHILIC,0,0,0,0,0
323.2953_0.93,323.2953,nHILIC,0,0,0,0,0
746.5153_1.36,746.5153,nHILIC,Lipids PE(O-38:7),C43H74NO7P,0,0,NA
762.5117_2.15,762.5117,nHILIC,0,0,0,0,0
515.3736_1.48,515.3736,nHILIC,22-Acetylpriverogenin B,NA,NA,HMDB34645,NA
439.3426_1.1,439.3426,nHILIC,0,C26H48O5,0,0,NA
595.4949_1.1,595.4949,nHILIC,Lipids ,C36H68O6,NA,HMDB31089,NA
183.0662_1.71,183.0662,nHILIC,0,0,0,0,0
425.3633_1.1,425.3633,nHILIC,0,0,0,0,0
178.0543_1.85,178.0543,nHILIC,0,0,0,0,0
479.3375_1.89,479.3375,nHILIC,Brassinolide|24-Epibrassinolide,C28H48O6,C11049|,HMDB34081|HMDB41130,NA
134.0069_1.91,134.0069,nHILIC,0,0,0,0,0
573.4528_2.1,573.4528,nHILIC,"DG(15:0/18:4(6Z,9Z,12Z,15Z)/0:0)|DG(18:4(6Z,9Z,12Z,15Z)/15:0/0:0)|DG(15:0/0:0/18:4n3)",C36H62O5,||,HMDB07077|HMDB07329|HMDB56004,NA
539.4313_2.34,539.4313,nHILIC,0,0,0,0,0
445.332_2.4,445.332,nHILIC,"13'-Carboxy-gamma-tocopherol|(3beta,5alpha,6beta,7alpha,22E,24R)-Ergosta-8,22-diene-3,5,6,7-tetrol|(3beta,5alpha,6alpha,9alpha,22E,24R)-Ergosta-7,22-diene-3,5,6,9-tetrol|3,5,9-Trihydroxyergost-7-en-6-one|Secasterone|3-Dehydroteasterone|Diisodecyl phthalate",C28H46O4,||||||C14578,HMDB12557|HMDB32107|HMDB32123|HMDB32875|HMDB40999|HMDB41527|,NA
289.1291_2.5,289.1291,nHILIC,0,0,0,0,0
323.2226_2.48,323.2226,nHILIC,NA,NA,NA,NA,NA
129.0557_2.51,129.0557,nHILIC,0,0,0,0,0
405.3008_2.57,405.3008,nHILIC,"MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0)|MG(22:4(7Z,10Z,13Z,16Z)/0:0/0:0)|[14]-Gingerol",NA,||,HMDB11554|HMDB11584|,NA
461.3269_2.42,461.3269,nHILIC,Dolichosterone|Polyporusterone F,C28H46O5,|,HMDB34336|HMDB38499,NA
203.0924_2.79,203.0924,nHILIC,0,0,0,0,0
161.0819_3,161.0819,nHILIC,0,0,0,0,0
208.0615_3.88,208.0615,nHILIC,C10H11NO4,C10H11NO4,NA,NA,4
294.0551_1.13,294.0551,nHILIC,0,0,0,0,0
313.2381_1.14,313.2381,nHILIC,"C18:0,DC FA (Octadecanedicarboxylic acid)",C18H34O4,NA,HMDB00782,2
818.5943_3.97,818.5943,nHILIC,PS(18:0/20:0),NA,C02737,HMDB10164,NA
744.5561_3.99,744.5561,nHILIC,0,0,0,0,0
172.0979_4.18,172.0979,nHILIC,N-Acetylleucine|N-Acetylisoleucine,C8H15NO3,|C02710,HMDB11756|HMDB61684,1
243.062_3.86,243.062,nHILIC,Uridine,C9H12N2O6,C00299,HMDB00296,1
790.543_4.37,790.543,nHILIC,0,0,0,0,0
762.5111_4.4,762.5111,nHILIC,0,0,0,0,0
198.077_4.86,198.077,nHILIC,0,0,0,0,0
178.0509_4.93,178.0509,nHILIC,Hippuric acid,C9H9NO3,NA,HMDB0000714,1
186.056_4.97,186.056,nHILIC,0,0,0,0,0
239.0721_4.99,239.0721,nHILIC,0,0,0,0,0
144.0665_5.35,144.0665,nHILIC,C6H11NO3,C6H11NO3,NA,NA,NA
190.0509_5.44,190.0509,nHILIC,Kynurenine,NA,C00328,NA,NA
831.6632_5.5,831.6632,nHILIC,0,0,0,0,0
201.0265_5.84,201.0265,nHILIC,0,0,0,0,0
227.1287_6.01,227.1287,nHILIC,Traumatic acid|5-Heptyltetrahydro-2-oxo-3-furancarboxylic acid,C12H20O4,C16308|,HMDB00933|HMDB30994,NA
283.082_6.1,283.082,nHILIC,p-Cresol glucuronide,C13H16O7,NA,HMDB11686,3
124.9913_6.15,124.9913,nHILIC,2-Hydroxyethanesulfonate(1),C2H6O4S,C05123,HMDB03903,1
159.024_5.84,159.024,nHILIC,0,0,0,0,0
528.2631_6.54,528.2631,nHILIC,Glycoursodeoxycholic acid sulfate|Glycochenodeoxycholate sulfate,C26H43NO8S,NA,|HMDB02497,3
413.1638_6.79,413.1638,nHILIC,0,0,0,0,0
232.0283_6.58,232.0283,nHILIC,Dopamine sulfate,C8H11NO5S,C13690,HMDB06275,3
463.1972_6.98,463.1972,nHILIC,Estriol Glucuronide,C24H32O9,C05504,HMDB06766,2
192.0301_6.97,192.0301,nHILIC,0,0,0,0,0
192.103_6.97,192.103,nHILIC,0,0,0,0,0
328.1534_6.98,328.1534,nHILIC,0,0,0,0,0
263.1034_7.02,263.1034,nHILIC,Alpha-N-Phenylacetyl-L-glutamine,C13H16N2O4,C04148,HMDB06344,2
195.139_7.34,195.139,nHILIC,0,0,0,0,0
245.0431_7.34,245.0431,nHILIC,C6H15O8P,C6H15O8P,NA,NA,4
447.2749_7.35,447.2749,nHILIC,C26H40O6,C26H40O6,NA,NA,4
160.0615_7.34,160.0615,nHILIC,"Aminoadipic acid|Acetylhomoserine|(ª)-2,2'-Iminobispropanoic acid|Glutamate, gamma-methyl ester|O-Acetylhomoserine|(ª)-2,2'-Iminobispropanoic acid|2s,3r-2-Amino-3-Methylpentanedioic Acid|(3r)-3-Methyl-L-Glutamic Acid|Aminoadipic acid",C6H11NO4,C00956||C03210||||||C00956,HMDB00510|HMDB29423|HMDB33747|HMDB61715|||||,NA
243.1235_7.6,243.1235,nHILIC,0,0,0,0,0
157.0254_7.63,157.0254,nHILIC,Dihydroorotic acid,C5H6N2O4,C00337,HMDB03349,1
195.1389_7.63,195.1389,nHILIC,0,0,0,0,0
183.1026_7.67,183.1026,nHILIC,0,0,0,0,0
271.0821_7.67,271.0821,nHILIC,0,0,0,0,0
211.0977_7.79,211.0977,nHILIC,C11H16O4,C11H16O4,NA,NA,4
161.0455_7.81,161.0455,nHILIC,Glucose,NA,NA,NA,NA
196.0614_7.87,196.0614,nHILIC,0,0,0,0,0
245.0431_7.88,245.0431,nHILIC,C6H15O8P,C6H15O8P,NA,NA,4
176.0386_7.91,176.0386,nHILIC,Alliin,C6H11NO3S,C08265,HMDB33592,3
171.0663_7.99,171.0663,nHILIC,"C8:1,DC FA (Octenedioic acid)",C8H12O4,NA,HMDB00341,2
160.0615_7.97,160.0615,nHILIC,"Aminoadipic acid|Acetylhomoserine|(?)-2,2'-Iminobispropanoic acid|Glutamate, gamma-methyl ester|O-Acetylhomoserine|(?)-2,2'-Iminobispropanoic acid|2s,3r-2-Amino-3-Methylpentanedioic Acid|(3r)-3-Methyl-L-Glutamic Acid|Aminoadipic acid",NA,C00956||C03210||||||C00956,HMDB00510|HMDB29423|HMDB33747|HMDB61715|||||,NA
245.0123_8.07,245.0123,nHILIC,0,0,0,0,0
243.0508_8.11,243.0508,nHILIC,C10H12O7,C10H12O7,NA,NA,4
193.0176_8.15,193.0176,nHILIC,0,0,0,0,0
223.0644_8.16,223.0644,nHILIC,0,0,0,0,0
201.0517_8.17,201.0517,nHILIC,0,0,0,0,0
159.0774_8.21,159.0774,nHILIC,0,0,0,0,0
286.9701_8.22,286.9701,nHILIC,0,0,0,0,0
246.073_8.47,246.073,nHILIC,0,0,0,0,0
135.0298_8.85,135.0298,nHILIC,Erythronic acid|Threonic acid(2),C4H8O5,|C01620,HMDB00613|HMDB00943,2
255.0873_8.86,255.0873,nHILIC,C13H12N4O2,C13H12N4O2,NA,NA,4
179.056_8.9,179.056,nHILIC,Hexose(2),C6H12O6,NA,NA,3
247.0933_8.94,247.0933,nHILIC,EDTA,C9H16N2O6,NA,NA,NA
130.0621_9.02,130.0621,nHILIC,Creatine,C4H9N3O2,C00300,HMDB00064,1
177.0403_9.3,177.0403,nHILIC,C6H10O6,C6H10O6,NA,NA,4
193.0353_9.32,193.0353,nHILIC,D-Glucuronic acid,C6H10O7,C00191,HMDB00127,2
258.0469_9.66,258.0469,nHILIC,0,0,0,0,0
131.0461_9.84,131.0461,nHILIC,L-Asparagine,C4H8N2O3,C00152,HMDB00168,1
473.0735_9.59,473.0735,nHILIC,Chicoric acid|D-Chicoric acid|Chicoric acid|Butafenacil,C22H18O12|C22H18O12|C22H18O12|C20H18ClF3N2O6,C10437|||,HMDB02375|HMDB33938||,NA
309.0676_9.6,309.0676,nHILIC,0,0,0,0,0
203.0672_10.23,203.0672,nHILIC,Gly-Glu,C7H12N2O5,NA,NA,2
147.0491_10.46,147.0491,nHILIC,N-Acetylserine,C6H12O2S,NA,HMDB02931,NA
447.0376_10.58,447.0376,nHILIC,0,0,0,0,0
115.0036_10.66,115.0036,nHILIC,0,NA,0,0,NA
159.1138_10.91,159.1138,nHILIC,EDTA,C7H16N2O2,0,0,NA
447.0375_10.9,447.0375,nHILIC,0,0,0,0,0
185.0566_11.25,185.0566,nHILIC,0,0,0,0,0
280.9774_11.28,280.9774,nHILIC,0,0,0,0,0
296.0377_11.3,296.0377,nHILIC,L-Cysteinylglycine disulfide,C8H15N3O5S2,NA,HMDB00709,3
149.009_11.3,149.009,nHILIC,Tartaric acid,C4H6O6,C00898,HMDB00956,1
175.0723_11.52,175.0723,nHILIC,0,0,0,0,0
147.0298_11.54,147.0298,nHILIC,Citric acid,C5H8O5,C00158,HMDB00094,NA
191.0197_11.59,191.0197,nHILIC,Citric acid,C6H8O7,C00158,HMDB00094,1
209.0302_11.92,209.0302,nHILIC,Glucaric acid,C6H10O8,C00818,HMDB00663,2
320.062_12.2,320.062,nHILIC,Beta-Citryl-L-glutamic acid,C11H15NO10,NA,HMDB13220,3
133.0142_11.91,133.0142,nHILIC,L-Malic acid,C4H6O5,C00149,HMDB00156,1
263.0881_11.28,263.0881,nHILIC,0,0,0,0,0
205.0829_11.11,205.0829,nHILIC,0,0,0,0,0
351.0498_10.57,351.0498,nHILIC,0,0,0,0,0
203.1037_10.58,203.1037,nHILIC,C8H16N2O4,C8H16N2O4,NA,NA,4
132.0301_10.52,132.0301,nHILIC,L-Aspartic acid,C4H7NO4,C00049,HMDB00191,1
161.0454_10.52,161.0454,nHILIC,"C6:0,OH,DC (Hydroxyadipic acid)",C6H10O5,NA,HMDB00345,2
193.0352_10.18,193.0352,nHILIC,D-Glucuronic acid,C6H10O7,C00191,HMDB00127,2
171.0774_10.16,171.0774,nHILIC,C7H12N2O3(4),C7H12N2O3,NA,NA,4
145.0617_9.31,145.0617,nHILIC,L-Glutamine,C5H10N2O3,C00064,HMDB00641,1
245.043_8.9,245.043,nHILIC,Glycerophosphoglycerol,C6H15O8P,NA,HMDB0240316,3
145.0618_8.9,145.0618,nHILIC,L-Glutamine,C5H10N2O3,C00064,HMDB00641,1
124.0073_8.79,124.0073,nHILIC,Taurine,C2H7NO3S,C00245,HMDB00251,1
281.0412_8.71,281.0412,nHILIC,0,0,0,0,0
236.0774_8.67,236.0774,nHILIC,N-(1-Deoxy-1-fructosyl)glycine,C8H15NO7,NA,HMDB0037848,3
124.0516_8.53,124.0516,nHILIC,0,0,0,0,0
200.0676_8.54,200.0676,nHILIC,0,0,0,0,0
261.0071_8.46,261.0071,nHILIC,C9H10O7S,C9H10O7S,NA,NA,4
123.0451_8.32,123.0451,nHILIC,0,0,0,0,0
206.0822_8.33,206.0822,nHILIC,0,0,0,0,0
